name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Hanoi,2025-11-12T00:00:00,22,22,18,78.06,0,0,,0,0,17.3,7.6,40,1014,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T01:00:00,22,22,19,83.1,0,0,,0,0,17.3,7.6,350,1014,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T02:00:00,22,22,17,73.28,0,0,,0,0,19.4,11.2,30,1014,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T03:00:00,22,22,16,68.76,0,0,,0,0,22,11.2,40,1014,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T04:00:00,21,21,16,73.11,0,0,,0,0,22.7,11.2,40,1014,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T05:00:00,21,21,16,73.11,0,0,,0,0,26.3,9.4,50,1015,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T06:00:00,21,21,16,73.11,0,0,,0,0,29.9,9.4,60,1016,98.5,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T07:00:00,21,21,16,73.11,0,0,,0,0,31.7,9.4,20,1017,100,10,11,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T08:00:00,21,21,15,68.57,0,0,,0,0,34.6,11.2,360,1018,100,10,50,0.2,1,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T09:00:00,22,22,15,64.49,0,0,,0,0,33.5,13,10,1018,66.4,10,144,0.5,1,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-12T10:00:00,24,24,15,57.14,0,0,,0,0,28.4,16.6,10,1018,52.5,10,509,1.8,5,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-12T11:00:00,25,25,15,53.82,0,0,,0,0,27,18.4,10,1017,78.3,10,647,2.3,6,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-12T12:00:00,26,26,16,54.07,0,0,,0,0,25.2,16.6,360,1016,99.2,10,532,1.9,5,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T13:00:00,25,25,16,57.38,0,0,,0,0,22.3,11.2,360,1015,100,10,231,0.8,2,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T14:00:00,26,26,18,61.38,0,0,,0,0,19.4,13,280,1014,25,10,107,0.4,1,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-12T15:00:00,26,26,18,61.38,0,0,,0,0,17.3,11.2,270,1014,25,10,131,0.5,1,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-12T16:00:00,25,25,18,65.13,0,0,,0,0,15.5,9.4,290,1013,100,10,185,0.7,2,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T17:00:00,24,24,18,69.15,0,0,,0,0,11.2,5.4,280,1014,100,10,59,0.2,1,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T18:00:00,24,24,19,73.62,0,0,,0,0,11.9,7.6,290,1014,96.1,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T19:00:00,23,23,19,78.2,0,0,,0,0,11.5,5.4,320,1015,25,9,0,0,0,10,Partially cloudy,partly-cloudy-night,VVNB
Hanoi,2025-11-12T20:00:00,22,22,20,88.43,0,0,,0,0,10.1,3.6,340,1016,100,9,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T21:00:00,22,22,20,88.43,0,0,,0,0,11.5,5.4,10,1017,100,9,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T22:00:00,22,22,18,78.06,0,0,,0,0,13.7,5.4,360,1017,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-12T23:00:00,23,23,17,68.96,0,0,,0,0,13.7,13,10,1017,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-13T00:00:00,22,22,17,73.28,0,0,,0,0,16.6,14.8,10,1017,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-13T01:00:00,22,22,16,68.76,0,0,,0,0,23.4,11.2,20,1018,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-13T02:00:00,21,21,15,68.57,0,0,,0,0,28.1,13,360,1018,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-13T03:00:00,22,22,14,60.46,0,0,,0,0,34.6,13,360,1018,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-13T04:00:00,21,21,14,64.28,0,0,,0,0,31.7,9.4,360,1018,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-13T05:00:00,21,21,14,64.28,0,0,,0,0,28.4,11.2,20,1019,100,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-13T06:00:00,20,20,14,68.37,0,0,,0,0,23.4,5.4,290,1020,99.9,10,0,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-13T07:00:00,21,21,14,64.28,0,0,,0,0,25.9,5.4,320,1021,98.9,10,11,0,0,10,Overcast,cloudy,VVNB
Hanoi,2025-11-13T08:00:00,23,23,14,56.89,0,0,,0,0,31.3,14.8,10,1021,94.2,10,56,0.2,1,10,Overcast,cloudy,VVNB
Hanoi,2025-11-13T09:00:00,24,24,14,53.56,0,0,,0,0,29.5,14.8,10,1022,87.5,10,151,0.5,2,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-13T10:00:00,25,25,14,50.45,0,0,,0,0,26.6,16.6,30,1021,46.7,10,397,1.4,4,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-13T11:00:00,26,26,14,47.54,0,0,,0,0,23.8,16.6,350,1020,5,10,667,2.4,7,10,Clear,clear-day,VVNB
Hanoi,2025-11-13T12:00:00,27,27.1,14,44.82,0,0,,0,0,20.9,13,360,1019,5,10,805,2.9,8,10,Clear,clear-day,VVNB
Hanoi,2025-11-13T13:00:00,27,27.1,14,44.82,0,0,,0,0,17.6,13,20,1017,4.4,10,781,2.8,8,10,Clear,clear-day,VVNB
Hanoi,2025-11-13T14:00:00,27,27.6,17,54.32,0,0,,0,0,15.5,7.6,270,1016,25,10,688,2.5,7,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-13T15:00:00,27,27.6,17,54.32,0,0,,0,0,13.7,13,300,1016,25,10,533,1.9,5,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-13T16:00:00,27,27.6,17,54.32,0,0,,0,0,12.2,9.4,290,1016,25,10,331,1.2,3,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-13T17:00:00,26,26,16,54.07,0,0,,0,0,11.2,9.4,300,1016,5,10,113,0.4,1,10,Clear,clear-day,VVNB
Hanoi,2025-11-13T18:00:00,24,24,17,64.92,0,0,,0,0,6.8,7.6,300,1016,4.4,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-13T19:00:00,23,23,18,73.45,0,0,,0,0,4,7.6,320,1016,3.6,8,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-13T20:00:00,22,22,18,78.06,0,0,,0,0,2.5,7.6,320,1017,5,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-13T21:00:00,21,21,19,88.35,0,0,,0,0,3.6,7.6,330,1017,4.6,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-13T22:00:00,20,20,18,88.27,0,0,,0,0,4.7,7.6,80,1017,5,9,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-13T23:00:00,21,21,17,77.91,0,0,,0,0,5.8,5.4,20,1017,5.4,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T00:00:00,20,20,17,82.87,0,0,,0,0,6.1,9.4,60,1017,15.5,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T01:00:00,19,19,17,88.18,0,0,,0,0,7.2,9.4,90,1018,5,9,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T02:00:00,19,19,17,88.18,0,0,,0,0,9.4,9.4,60,1017,5,7,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T03:00:00,19,19,17,88.18,0,0,,0,0,9.7,5.4,40,1017,5,8,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T04:00:00,18,18,17,93.88,0,0,,0,0,7.9,1.8,59.4,1017,3.6,9,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T05:00:00,18,18,16,88.1,0,0,,0,0,7.6,0,0,1018,5,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T06:00:00,17,17,16,93.84,0,0,,0,0,6.8,5.4,100,1019,8.7,7,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T07:00:00,18,18,17,93.88,0,0,,0,0,9.4,7.6,90,1020,12.2,3,46,0.2,0,10,Clear,clear-day,VVNB
Hanoi,2025-11-14T08:00:00,21,21,18,82.98,0,0,,0,0,11.5,5.4,70,1021,6.1,9,248,0.9,2,10,Clear,clear-day,VVNB
Hanoi,2025-11-14T09:00:00,23,23,15,60.69,0,0,,0,0,15.1,9.4,70,1021,18.8,10,461,1.7,5,10,Clear,clear-day,VVNB
Hanoi,2025-11-14T10:00:00,25,25,15,53.82,0,0,,0,0,14.8,9.4,60,1021,7.7,10,637,2.3,6,10,Clear,clear-day,VVNB
Hanoi,2025-11-14T11:00:00,26,26,12,41.71,0,0,,0,0,14,11.2,30,1020,44.4,10,757,2.7,8,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-14T12:00:00,27,26.8,12,39.32,0,0,,0,0,12.6,9.4,360,1019,66,10,802,2.9,8,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-14T13:00:00,27,26.8,12,39.32,0,0,,0,0,10.4,9.4,10,1017,70.5,10,776,2.8,8,10,Partially cloudy,partly-cloudy-day,VVNB
Hanoi,2025-11-14T14:00:00,27,26.7,11,36.81,0,0,,0,0,9.7,9.4,20,1016,5,10,680,2.4,7,10,Clear,clear-day,VVNB
Hanoi,2025-11-14T15:00:00,27,26.8,12,39.32,0,0,,0,0,9.7,7.6,20,1016,5,10,536,1.9,5,10,Clear,clear-day,VVNB
Hanoi,2025-11-14T16:00:00,27,26.8,12,39.32,0,0,,0,0,9.7,7.6,10,1016,5,10,334,1.2,3,10,Clear,clear-day,VVNB
Hanoi,2025-11-14T17:00:00,25,25,13,47.27,0,0,,0,0,9.4,5.4,10,1016,5,10,114,0.4,1,10,Clear,clear-day,VVNB
Hanoi,2025-11-14T18:00:00,24,24,14,53.56,0,0,,0,0,7.2,3.6,333.4,1016,5,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T19:00:00,21,21,16,73.11,0,0,,0,0,2.9,5.4,30,1016,3,7,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T20:00:00,21,21,17,77.91,0,0,,0,0,2.9,5.4,340,1017,2.9,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T21:00:00,21,21,16,73.11,0,0,,0,0,4.3,3.6,50.2,1018,0.8,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T22:00:00,20,20,17,82.87,0,0,,0,0,4,3.6,64.8,1019,0.2,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-14T23:00:00,21.1,21.1,12.8,59.08,0,0,,0,0,6.1,5,74.4,1018,0,24.1,0,0,0,10,Clear,clear-night,remote
Hanoi,2025-11-15T00:00:00,19,19,16,82.75,0,0,,0,0,7.9,7.6,80,1019,2.1,8,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-15T01:00:00,19,19,15,77.61,0,0,,0,0,10.4,5.4,60,1019,5,8,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-15T02:00:00,18,18,15,82.63,0,0,,0,0,8.6,5.4,70,1019,5,9,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-15T03:00:00,18,18,15,82.63,0,0,,0,0,4.7,3.6,30,1019,0,9,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-15T04:00:00,18,18,15,82.63,0,0,,0,0,3.6,3.6,60,1019,0,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-15T05:00:00,18,18,15,82.63,0,0,,0,0,4.7,3.6,360,1019,0,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-15T06:00:00,18,18,14,77.46,0,0,,0,0,6.5,3.6,4.4,1020,0,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-15T07:00:00,18,18,15,82.63,0,0,,0,0,8.6,5.4,320,1021,0,10,45,0.2,0,10,Clear,clear-day,VVNB
Hanoi,2025-11-15T08:00:00,20,20,16,77.76,0,0,,0,0,9,3.6,359,1021,0,10,247,0.9,2,10,Clear,clear-day,VVNB
Hanoi,2025-11-15T09:00:00,23,23,16,64.71,0,0,,0,0,12.6,5.4,320,1022,0,10,460,1.7,5,10,Clear,clear-day,VVNB
Hanoi,2025-11-15T10:00:00,25,25,15,53.82,0,0,,0,0,15.5,18.4,350,1022,0,10,635,2.3,6,10,Clear,clear-day,VVNB
Hanoi,2025-11-15T11:00:00,26,26,15,50.71,0,0,,0,0,14.4,16.6,10,1021,0,10,753,2.7,8,10,Clear,clear-day,VVNB
Hanoi,2025-11-15T12:00:00,26,26,16,54.07,0,0,,0,0,13,13,30,1020,0,10,803,2.9,8,10,Clear,clear-day,VVNB
Hanoi,2025-11-15T13:00:00,27,27.2,15,47.81,0,0,,0,0,12.2,7.6,30,1019,0,10,780,2.8,8,10,Clear,clear-day,VVNB
Hanoi,2025-11-15T14:00:00,27,27.2,15,47.81,0,0,,0,0,11.5,11.2,10,1018,0,10,686,2.5,7,10,Clear,clear-day,VVNB
Hanoi,2025-11-15T15:00:00,28,28.2,16,48.08,0,0,,0,0,12.6,9.4,330,1017,0,10,531,1.9,5,10,Clear,clear-day,VVNB
Hanoi,2025-11-15T16:00:00,27,27.4,16,50.97,0,0,,0,0,11.9,9.4,320,1017,0,10,330,1.2,3,10,Clear,clear-day,VVNB
Hanoi,2025-11-15T17:00:00,26,26,16,54.07,0,0,,0,0,10.4,7.6,300,1018,5,10,111,0.4,1,10,Clear,clear-day,VVNB
Hanoi,2025-11-15T18:00:00,25,25,16,57.38,0,0,,0,0,10.8,5.4,280,1018,5,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-15T19:00:00,25,25,16,57.38,0,0,,0,0,8.6,7.6,230,1019,6.3,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-15T20:00:00,22,22,18,78.06,0,0,,0,0,3.2,7.6,320,1020,5,7,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-15T21:00:00,22,22,17,73.28,0,0,,0,0,4,5.4,310,1020,2.1,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-15T22:00:00,21,21,18,82.98,0,0,,0,0,2.5,7.6,340,1021,0,10,0,0,0,10,Clear,clear-night,VVNB
Hanoi,2025-11-15T23:00:00,21,21,18,82.98,0,0,,0,0,2.5,5.4,350,1020,0.1,10,0,0,0,10,Clear,clear-night,VVNB
